drug_id,name,smiles,adverse_reaction,reaction_type,severity,source,pubchem_cid,stitch_flat,n_reac
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Asthenia,C0004093,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Asthma,C0004096,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Back Pain,C0004604,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Bronchospasm,C0006266,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Chest Pain,C0008031,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Cough,C0010200,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Dehydration,C0011175,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Diarrhoea,C0011991,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Disseminated Intravascular Coagulation,C0012739,postmarketing,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Dizziness,C0012833,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Dyspnoea,C0013404,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Anaphylactoid Syndrome Of Pregnancy,C1868769,postmarketing,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Endometritis,C0014179,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Rash,C0015230,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Dermatitis,C0011603,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Foetal Distress Syndrome,C0015930,very_common,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Body Temperature Increased,C0015967,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Flushing,C0016382,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Headache,C0018681,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Cardiac Arrest,C0018790,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Foetal Heart Rate,C0018811,very_common,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Hiccups,C0019521,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Hypersensitivity,C0020517,postmarketing,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Hypertension,C0020538,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Hypotension,C0020649,postmarketing,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Immune System Disorder,C0021053,postmarketing,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Inflammation,C0021368,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Laryngitis,C0023067,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Muscle Spasms,C0037763,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Hypertonia,C0026826,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Myocardial Infarction,C0027051,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Acute Coronary Syndrome,C0948089,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Nausea,C0027497,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Pain,C0030193,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Paraesthesia,C0030554,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Pharyngitis,C0031350,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Postpartum Haemorrhage,C0032797,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Pregnancy,C0032961,postmarketing,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Chills,C0085593,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Shock,C0036974,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Loss Of Consciousness,C0041657,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Syncope,C0039070,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Tachycardia,C0039231,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Tremor,C0040822,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Uterine Rupture,C0042143,postmarketing,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Vaginal Infection,C0404521,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Vaginal Inflammation,C0042267,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Angiopathy,C0042373,postmarketing,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Vomiting,C0042963,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Vulvitis,C0042996,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Wheezing,C0043144,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Urinary Retention,C0080274,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Musculoskeletal Stiffness,C0948525,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Nuchal Rigidity,C1320474,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Oedema Genital,C0151604,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Eye Pain,C0151827,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Skin Discolouration,C0151907,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Myalgia,C0231528,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Chest Discomfort,C0235710,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Tension,C0233494,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Vulvovaginal Pain,C0520588,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Breast Tenderness,C0262397,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Failed Induction Of Labour,C0269806,common,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Uterine Hypertonus,C0269842,common,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Anaphylactoid Reaction,C0340865,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Vision Blurred,C0344232,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Post Procedural Infection,C1868855,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Death Neonatal,C0410916,postmarketing,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Presyncope,C0700200,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Vulvovaginal Discomfort,C0520587,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Stillbirth,C0595939,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Hot Flush,C0600142,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Menopausal Symptoms,C0236075,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Hyperhidrosis,C0020458,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Hearing Impaired,C1384666,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Deafness,C0011053,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05280360,PGE2,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Vaginismus,C2004487,unknown,SIDER+PubChem,5280360,CID100000158,84
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Gastrointestinal Pain,C0687713,common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Abdominal Pain,C0000737,common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Anaphylactic Shock,C0002792,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Anaemia,C0002871,postmarketing,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Decreased Appetite,C0232462,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Anxiety,C0003467,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Arthralgia,C0003862,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Musculoskeletal Discomfort,C0948594,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Arthritis,C0003864,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Ascites,C0003962,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Asthenia,C0004093,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Back Pain,C0004604,common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Mental Disorder,C0004936,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Cellulitis,C0007642,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Neck Pain,C0007859,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Chest Pain,C0008031,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Collagen Disorder,C0009326,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Infection,C0009450,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Connective Tissue Disorder,C0009782,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Constipation,C0009806,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Cough,C0010200,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Cyanosis,C0010520,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Depression,C0011570,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Diarrhoea,C0011991,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Dizziness,C0012833,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Dyspepsia,C0013395,common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Dyspnoea,C0013404,common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Eczema,C0013595,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Oedema,C0013604,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Endocrine Disorder,C0014130,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Epistaxis,C0014591,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Rash,C0015230,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Dermatitis,C0011603,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Fatigue,C0015672,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Body Temperature Increased,C0015967,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Flatulence,C0016204,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Flushing,C0016382,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Gastritis,C0017152,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Gastrointestinal Disorder,C0017178,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Headache,C0018681,very_common,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Cardiac Disorder,C0018799,unknown,SIDER+PubChem,5282411,CID100000159,125
DRUG_05282411,Prostacyclin,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,Cardiac Failure,C0018801,unknown,SIDER+PubChem,5282411,CID100000159,125
